Rb.;"Naziv tijela";OIB;Adresa;"Br. pošte";Grad;Telefon;Fax;Www;E-mail;"Ime i prezime službenika";"Tel. službenika";"E-mail. službenika";Osnivač;"Pravni status";Djelatnost;"Zadnja izmjena"
2271;"KLIPER - Ustanova za obrazovanje kadrova u pomorstvu";25002861668;"Velebitska 123";21000;Split;"(+385 21) 781 041";"(+385 21) 453 048";www.kliper.hr;divers@diversoimpex.hr;"Natalija Palčić";"(+385 95) 2223 000; (+385 21) 781 041";natalija@kliper.hr;"Fizička ili privatna pravna osoba";Ustanove;"Odgoj, obrazovanje, znanost i sport";"2018-01-12 12:54:26"
2272;"KNEKOM d.o.o. za komunalne djelatnosti, trgovinu, ugostiteljstvo i usluge";46084662855;"Trg hrvatskih branitelja 14";42204;"Gornji Kneginec";"(+385 42) 209 560";"(+385 42) 690 442";;knekom@knekom.tcloud.hr;"Nikola Špicer";;;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-28 08:50:53"
2273;"Kninski muzej";09706212263;"Fra Luje Maruna 1";22300;Knin;"(+385 22) 661 702; (+385 22) 660 217(+385 22) 660 523; (+385 22) 661 899";;www.kninskimuzej.hr;kninskimuzej@kninskimuzej.hr;"Ante Šimić";"(+385 22) 661 702";kninskimuzej@kninskimuzej.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2020-02-07 09:09:49"
2274;"Knjižnica ""Nikola Zrinski"" Čakovec";74765707041;"Trg Republike 4";40000;Čakovec;"(+385 40) 310 595";"(+385 40) 310 656";www.kcc.hr;knjiznica-cakovec@ck.t-com.hr;"Lidija Bedić";"(+385 40) 310 595";tajnistvo_1@kcc.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2275;"Knjižnica i čitaonica Dvor";98179216048;"Trg bana Josipa Jelačića 10";44440;Dvor;"(+385 44) 871 169";"(+385 44) 871 169";www.dvor.hr;knjiznica-citaonica-dvor@sk.htnet.hr;"Vesna Pavlović";"(+385 44) 871 169";knjiznica-citaonica-dvor@sk.htnet.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-29 13:00:13"
2276;"Knjižnica i čitaonica Fran Galović Koprivnica";82278819336;"Zrinski trg 6";48000;Koprivnica;"(+385 48) 622 363";"(+385 48) 220 147";www.knjiznica-koprivnica.hr;info@knjiznica-koprivnica.hr;"Karlo Galinec";"(+385 48) 622 131";tajnistvo@knjiznica-koprivnica.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-01-21 11:43:11"
2277;"Knjižnica i čitaonica Glina";97609193028;"Stjepana i Antuna Radića 10";44400;Glina;"(+385 44) 882 844";"(+385 44) 882 844";www.knjiznica-glina.hr;knjiznica.glina@gmail.com;"Suzana Šantek";"(+385 44) 882 844";knjiznica.glina@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-02-09 11:47:45"
2278;"Knjižnica i čitaonica Gračac";56878200095;"Nikole Tesle 44";23440;Gračac;"(+385 23) 775 003";"(+385 23) 775 004";;knjiznica.i.citaonica@gracac.tcloud.hr;"Soka Stanisavljević";"(+385 23) 775 003";knjiznica.i.citaonica@gracac.tcloud.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-02-03 12:43:10"
2279;"Knjižnica i čitaonica Grada Preloga";06471282009;"Glavna 33";40323;Prelog;"(+385 40) 646 753";;knjiznice.nsk.hr/prelog/;knjiznica.prelog@gmail.com;"Maja Lesinger";"(+385 40) 646 753";knjiznica.prelog@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-01-11 07:54:27"
2280;"Knjižnica i čitaonica Kotoriba";44933006466;"Kralja Tomislava 121a";40329;Kotoriba;"(+385 40) 682 887";"(+385 40) 682 247";;knjiznica@kotoriba.hr;;;;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2281;"Knjižnica i čitaonica Kutina";52184315989;"Trg kralja Tomislava 17";44320;Kutina;"(+385 44) 683 558";;www.knjiznica-kutina.hr;knjiznica.kutina@gmail.com;"Suzana Pomper";"(+385 44) 684 751";suzanaknjiznica@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2022-01-13 12:15:15"
2282;"Knjižnica i čitaonica Novigrad";42870289618;"Stjepana Radića 1";23312;Novigrad;"(+385 23) 375 093";"(+385 23) 375 093";;knjiznica.novigrad@zd.t-com.hr;"Ana Vlatković";"(+385 23) 375 093";knjiznica.novigrad@zd.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-04-01 11:41:53"
2283;"Knjižnica i čitaonica Pitomača";31930875182;"Trg kralja Tomislava 2";33405;Pitomača;"(+385 33) 782 840";"(+385 33) 782 840";;knjiznica.pitomaca@vt.t-com.hr;"Marinko Barčan";"(+385 98) 367 581";opcina@pitomaca.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2284;"Knjižnica i čitaonica Plaški";21131782508;"Saborčanska b.b.";47304;Plaški;"(+385 47) 811 868";"(+385 47) 811 868";;knjiznica.i.citaonica@ka.t-com.hr;"Veljko Vezmar";"(+385 47) 811 868";knjiznica.i.citaonica@ka.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-22 10:16:27"
2285;"Knjižnica i čitaonica Popovača";37554807206;"Trg Grofova Erdödyja 7";44317;Popovača;"(+385 44) 679 860";"(+385 44) 670 848";www.knjiznica-popovaca.hr;knjiznica.popovaca@gmail.com;"Valentina Bučar";"(+385 44) 679 860";knjiznica.ppi@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-02-01 12:58:10"
2286;"Knjižnica i čitaonica Simo Mraović Gvozd";78745670834;"Trg dr. Franje Tuđmana 1";44410;Gvozd;"(+385 44) 881 249";"(+385 44) 881 249";;knjiznica.gvozd@gmail.com;"Senka Crevar";"(+385 44) 881 249";knjiznica.gvozd@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-02-03 09:00:51"
2287;"Knjižnica i čitaonica Slunj";26721867364;"Trg dr. Franje Tuđmana 9";47240;Slunj;"(+385 47) 811 057";"(+385 47) 811 057";;knjiznica.slunj@gmail.com;"Milan Flanjak";"(+385 47) 811 057";knjiznica.slunj@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2019-01-09 08:10:12"
2288;"Knjižnica i čitaonica Sunja";83772130819;"Matije Gupca 33";44210;Sunja;"(+385 44) 833 085";"(+385 44) 833 085";www.knjiznica.hrsunja;knjiznica.smigmator.sunja@sk.t-com.hr;;;;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2289;"Knjižnica i čitaonica Velika Ludina";05332240483;"Obrtnička 3";44316;"Velika Ludina";"(+385 44) 658 910";"(+385 44) 658 910";www.opcina-vludina.hr/knjiznica-i-citaonica-velika-ludina/statut-knjiznice;knjiznica.velika.ludina@gmail.com;"Josipa Lažeta";"(+385 44) 658 910";knjiznica.velika.ludina@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2018-01-24 08:35:00"
2290;"Knjižnica i čitaonica Vojnić";82323938664;"Andrije Hebranga 2";47220;Vojnić;"(+385 47) 883 024";"(+385 47) 883 024";;knjiznica-vojnic@ka.t-com.hr;"Dušanka Madžar-Lončar";"(+385 47) 883 024";knjiznica-vojnic@ka.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2291;"Knjižnica Jurja Barakovića Ražanac";04227603811;"Ražanac XI/2";23248;Ražanac;"(+385 23) 451 457";;www.knjiznica-jb-razanac.hr;knjiznica.razanac@zd.t-com.hr;"Danijela Miletić";"(+385 23) 451 457";knjiznica.razanac@zd.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";"2021-01-29 10:24:21"
2292;"Knjižnice grada Zagreba";93571946376;"Starčevićev trg 6";10000;Zagreb;"(+385 1) 4572 344";"(+385 1) 4572 089";www.kgz.hr;kgz@kgz.hr;"Sanja Dračić";"(+385 1) 4694 321";sanja.dracic@kgz.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Kultura i umjetnost";
2293;"KOM-ILOK d.o.o. za komunalne djelatnosti";31574808968;"Julija Benešića 49";32236;Ilok;"(+385 32) 827 350";"(+385 32) 827 351";www.kom-ilok.hr;kom-ilok@vu.t-com.hr;"Manuela Vitman";"(+385 32) 827 350";manuela.vitman@kom-ilok.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-28 08:32:19"
2294;"Komag d.o.o. za obavljanje komunalne djelatnosti";58245206444;"Glavna 1";31542;Magadenovac;"(+385 31) 647 165";"(+385 31) 647 123";www.komag.hr;komag@komag.hr;"Jasna Živković";"(+385 31) 647 165";komag@komag.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2019-01-28 10:21:20"
2295;"Kombel d.o.o. za komunalne djelatnosti";24110100646;"Radnička 1/B";31551;Belišće;"(+385 31) 662 243";"(+385 31) 664 022";www.kombel.hr;kombel@kombel.hr;"Zlatko Adjulović";"(+385 31) 664 021";zlatko.adjulovic@kombel.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2018-02-15 09:07:24"
2296;"Komercijalna i trgovačka škola Bjelovar";65398086491;"Poljana dr. Franje Tuđmana 9";43000;Bjelovar;"(+385 43) 241 960";"(+385 43) 220 079";www.trgovackaskola-bjelovar.hr;kts@ss-trgovacka-bj.skole.hr;"Marijana Veselski";"(+385 43) 241 276";tajnistvo@ss-trgovacka-bj.skole.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Odgoj, obrazovanje, znanost i sport";
2297;"Komercijalno-trgovačka škola Split";71781493985;"Antuna Gustava Matoša 60";21000;Split;"(+385 21) 386 041";;www.ss-kom-trg-st.skole.hr;ured@ss-kom-trg-st.skole.hr;"Gorana Vajić";"(+385 21) 386 031";ured@ss-kom-trg-st.skole.hr;"Jedinica lokalne ili područne (regionalne) samouprave";Ustanove;"Odgoj, obrazovanje, znanost i sport";"2018-04-10 12:59:46"
2298;"KOMGRAD Gradec d.o.o. za komunalne poslove i usluge";60332264319;"Gradec 134";10345;Gradec;"(+385 1) 2797 108";"(+385 1) 2797 097";www.gradec.hr;komgrad.gradec@gmail.com.;"Marijan Galović";"(+385 98) 849 982";komgrad.gradec@gmail.com.;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-02-17 13:44:41"
2299;"Komrad d.o.o. za vodne usluge";96537643037;"Braće Radić 2";33520;Slatina;"(+385 33) 551 252";"(+385 33) 551 941";www.komrad.hr;komrad@vt.t-com.hr;"Kruno Fabijanac";"(+385 95) 4551 206";kruno@komrad.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";
2300;"Komun d.o.o.";65560806159;"Nova cesta 19";51515;"Šilo, Dobrinj";"(+385 51) 852 396";;www.komun.hr;komun@komun.hr;"Tomislav Bronić";"(+385 91) 6198 830";komun@komun.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-03-10 14:51:01"
2301;"Komunalac - Dvor d.o.o.";57833405225;"Eugena Kvaternika 3";44440;Dvor;"(+385 44) 871 071";"(+385 44) 871 905";www.komunalac-dvor.hr;milica@komunalac-dvor.hr;"Milica Joka";"(+385 44) 871 071";milica@komunalac-dvor.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-02-08 08:38:27"
2302;"Komunalac - Gvozd d.o.o.";03602971322;"Trg dr. Franje Tuđmana 6";44410;Gvozd;"(+385 44) 881 098";"(+385 44) 881 098";www.komunalac-gvozd.hr;komunalac.gvozd@sk.t-com.hr;"Milorad Milojević";"(+385 44) 881 098";komunalac.gvozd@sk.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-09-21 15:15:46"
2303;"Komunalac Čaglin d.o.o. za komunalne djelatnosti";71662945348;"Kralja Tomislava 56e";34350;Čaglin;"(+385 34) 221 017";;;vladimir@opcina-caglin.hr;;;;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2018-02-14 09:53:59"
2304;"Komunalac Čepin d.o.o. za obavljanje komunalne djelatnosti";56265613380;"Kralja Zvonimira 176";31431;Čepin;"(+385 31) 380 500";"(+385 31) 380 505";www.komunalac-cepin.hr;komunalac@komunalac-cepin.hr;"Melani Starčević";"(+385 31) 380 500";melani.starcevic@komunalac-cepin.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2018-02-07 08:38:58"
2305;"Komunalac d.o.o. Biograd na Moru";79399174783;"Kralja Petra Svačića 28";23210;"Biograd na Moru";"(+385 23) 383 510";"(+385 23) 383 141";www.komunalac.com;info@komunalac.com;"Petar Mikulić";"(+385 23) 383 510";petar@komunalac.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-01-22 14:43:26"
2306;"Komunalac d.o.o. Bjelovar";27962400486;"Ferde Livadića 14a";43000;Bjelovar;"(+385 43) 622 100";"(+385 43) 622 122";www.komunalac-bj.hr;komunalac@komunalac-bj.hr;"Valentina Carek";"(+385 43) 622 117";komunalac@komunalac-bj.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-19 09:22:32"
2307;"Komunalac d.o.o. Garešnica";27917254847;"Mate Lovraka b.b.";43280;Garešnica;"(+385 43) 531 060";"(+385 43) 532 028";www.komunalac-garesnica.hr;komunalac1@bj.t-com.hr;"Ankica Vida";"(+385 91) 1531 060";ankica@komunalac-garesnica.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-10-05 09:56:03"
2308;"Komunalac d.o.o. Grubišno Polje";71895953297;"Ivana Nepomuka Jemeršića 37c";43290;"Grubišno Polje";"(+385 43) 485 006";"(+385 43) 485 412";www.komunalac-gp.hr;komunalac6@bj.t-com.hr;"Antun Haruzek";"(+385 43) 485 026";antun.harauzek@komunalac-gp.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-07-01 15:30:13"
2309;"Komunalac d.o.o. Hrvatska Dubica";88124811471;"Petra Berislavića 39";44450;"Hrvatska Dubica";"(+385 44) 855 422";"(+385 44) 855 422";;komunalac@sk.t-com.hr;"Ernesto Stiplošek";"(+385 44) 855 422";komunalac@sk.t-com.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-19 14:52:31"
2310;"Komunalac d.o.o. Jurdani";30295003016;"Jurdani 50b";51213;Jurdani;"(+385 51) 505 201";"(+385 51) 505 298";www.komunalac-opatija.hr;uprava@komunalac-opatija.hr;"Ivora Hrunčev";"(+385 51) 505 287";ivora.hruncev@komunalac-opatija.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2018-01-11 11:21:24"
2311;"Komunalac d.o.o. Lastovo";09301935182;"Put sv. Martina 6";20290;Lastovo;"(+385 20) 801 001";"(+385 20) 801 001";;komunalac@du.htnet.hr;"Lucijana Barbić";"(+385 20) 801 001";komunalac@du.htnet.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-01-08 10:49:30"
2312;"Komunalac d.o.o. Pakrac";01617722870;"Ulica Križnog puta 18";34550;Pakrac;"(+385 34) 411 225";"(+385 34) 411 337";www.komunalac-pakrac.hr;komunalacpakrac@po.t-com.hr;"Krunoslav Petrač";"(+385 34) 411 225";krunoslavp@komunalac-pakrac.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2016-12-08 12:55:30"
2313;"Komunalac d.o.o. Vela Luka";99887760897;"Obala 2 br. 1";20270;"Vela Luka";"(+385 20) 812 046; (+385 20) 812 438";"(+385 20) 813 150";;komunalac-velaluka@inet.hr;"Zoran Manestar";"(+385 20) 812 438";info@komunalac-vela-luka.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-01-21 15:51:53"
2314;"Komunalac d.o.o. za djelatnosti javne vodoopskrbe i javne odvodnje Otočac";86450923940;"Bartola Kašića 5a";53220;Otočac;"(+385 53) 771 115";"(+385 53) 746 175";www.komunalac-otocac.hr;komunalac@gs.t-com.hr;"Anamarija Burić";"(+385 53) 771 115";anamarija.buric@komunalac-otocac.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2016-10-19 10:42:59"
2315;"Komunalac d.o.o. za komunalne djelatnosti Korenica";35080102633;"Trg Sv. Jurja 12";53230;Korenica;"(+385 53) 776 518";"(+385 53) 776 168";www.komunalac-korenica.hr;info@komunalac-korenica.hr;"Nikolina Jurčević";"(+385 53) 776 518";nikolina.jurcevic@komunalac-korenica.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-12-17 14:03:16"
2316;"Komunalac d.o.o. za komunalne djelatnosti Vrbovsko";45552012966;"Željeznička 1a";51326;Vrbovsko;"(+385 51) 875 121";"(+385 51) 875 121";www.komunalac-vrbovsko.hr;info@komunalac-vrbovsko.hr;"Stefani Jadro Štefančić; Milica Kovačević";"(+385 51) 875 121";"info@komunalac-vrbovsko.hr; stefani.jadro.stefancic@komunalac-vrbovsko.hr";"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2019-04-04 08:40:39"
2317;"Komunalac d.o.o. za komunalno gospodarstvo Vukovar";83101904488;"Sajmište 174";32000;Vukovar;"(+385 32) 425 179";"(+385 32) 425 180";www.komunalac-vu.hr;komunalac-vu@komunalac-vu.hr;"Miroslav Mudri";"(+385 32) 425 179";szi@komunalac-vu.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2019-01-24 08:31:49"
2318;"Komunalac d.o.o. za obavljanje komunalnih djelatnosti Samobor";17055681355;"Ulica 151. samoborske brigade HV 2";10430;Samobor;"(+385 1) 3361 255";"(+385 1) 3360 886";www.komunalac-samobor.hr;komunalac@komunalac-samobor.hr;"Ana Bašić; Ana Tomašević";"(+385 1) 5554 326";ana-basic@komunalac-samobor.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2017-10-16 10:47:20"
2319;"Komunalac d.o.o. za usluge u komunalnom gospodarstvu Slavonski Brod";61888142985;"Stjepana pl. Horvata 38";35000;"Slavonski Brod";"(+385 35) 492 225; (+385 35) 443 740";"(+385 35) 492 225";www.komunalac-sb.hr;referada@komunalac-sb.hr;"Slavica Basta";"(+385 35) 492 218";slavica.basta@komunalac-sb.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-02-05 14:53:28"
2320;"Komunalac d.o.o. za vodoopskrbu i druge komunalne djelatnosti Delnice";22745185008;"Supilova 173";51300;Delnice;"(+385 51) 829 340";"(+385 51) 812 034";www.komunalac.hr;komunalac1@ri.t-com.hr;"Snježana Šepić";"(+385 51) 829 340";komunalac@komunalac.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2016-10-19 10:39:54"
2321;"Komunalac d.o.o. za vodoopskrbu i odvodnju Slunj";68591579130;"Petra Svačića 5";47240;Slunj;"(+385 47) 777 202";"(+385 47) 801 818";www.komunalac-slunj.hr;info@komunalac-slunj.hr;"Marija Butina";"(+385 47) 801 815";info@komunalac-slunj.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2017-01-24 09:35:54"
2322;"Komunalac d.o.o. Županja";97005498931;"Veliki Kraj 132";32270;Županja;"(+385 32) 827 999; (+385 32) 827 986";;www.komunalac-zu.hr;komunalac-zu@komunalac-zu.hr;"Tanja Dec";"(+385 32) 827 994";tanja@komunalac-zu.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2016-10-19 10:25:03"
2323;"Komunalac Davor d.o.o. za komunalne usluge";65665226983;"Ivana Gundulića 35";35425;Davor;"(+385 35) 347 087";"(+385 35) 347 960";www.komunalac-davor.hr;info@komunalac-davor.hr;"Sandra Zlatanović";"(+385 35) 347 087";komunalac.davor@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-28 08:23:06"
2324;"Komunalac Fažana d.o.o.";35173387563;"43. istarske divizije 8";52212;Fažana;"(+385 52) 382 101";"(+385 52) 382 104";www.komunalac-fazana.hr;amfora.fazana@gmail.com;"Tamara Puja";"(+385 91) 5180 401";amfora.fazana@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2021-08-31 09:43:47"
2325;"Komunalac Glina d.o.o. za komunalne djelatnosti";89700668436;"Petrinjska ulica 4";44400;Glina;"(+385 44) 527 891";"(+385 44) 527 895";www.komunalac-glina.hr;info@komunalac-glina.hr;"Darko Dvorneković";"(+385 44) 527 896";darko.dvornekovic@komunalac-glina.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-02-07 08:20:25"
2326;"Komunalac Gospić d.o.o. za obavljanje komunalnih djelatnosti";64163074544;"Bužimska 10";53000;Gospić;"(+385 53) 658 221";"(+385 53) 658 222";www.komunalac-gospic.hr;info@komunalac-gospic.hr;"Josip Duić";"(+385 53) 573 031; (+385 53) 572 303";josip.duic74@gmail.com;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-02-03 08:24:33"
2327;"Komunalac Konjščina d.o.o.";04274608715;"Jertovec 150";49282;Konjščina;"(+385 49) 465 120";"(+385 49) 465 180";www.komunalac.net;komunalac1@kr.htnet.hr;"Karlo Pazman";"(+385 49) 465 130";kpazman@komunalac.net;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2022-01-19 13:21:43"
2328;"Komunalac Nin d.o.o. za komunalne djelatnosti";90049875685;"Trg hrvatskih branitelja 1";23232;Nin;"(+385 23) 264 652";"(+385 23) 264 652";www.grad-nin.hr/komunalac-nin-d-o-o/;nina@komunalac-nin.hr;"Nina Lipotica";"(+385 23) 264 652";nina@komunalac-nin.hr;"Jedinica lokalne ili područne (regionalne) samouprave";"Trgovačka društva";"Komunalne usluge i vodno gospodarstvo";"2020-02-07 13:56:45"
